"","x"
"18842","1002"
"18843","1001"
"18844","1000"
"18845","999"
"18846","998"
"18847","996"
"18848","994"
"18849","994"
"18850","994"
"18851","993"
"18852","992"
"18853","992"
"18854","991"
"18855","991"
"18856","991"
"18857","991"
"18858","990"
"18859","987"
"18860","983"
"18861","982"
"18862","980"
"18863","979"
"18864","976"
"18865","974"
"18866","974"
"18867","972"
"18868","972"
"18869","969"
"18870","969"
"18871","968"
"18872","964"
"18873","962"
"18874","961"
"18875","956"
"18876","953"
"18877","952"
"18878","948"
"18879","943"
"18880","943"
"18881","942"
"18882","941"
"18883","935"
"18884","934"
"18885","933"
"18886","930"
"18887","927"
"18888","924"
"18889","922"
"18890","922"
"18891","921"
"18892","920"
"18893","920"
"18894","919"
"18895","918"
"18896","915"
"18897","914"
"18898","913"
"18899","912"
"18900","911"
"18901","911"
"18902","905"
"18903","903"
"18904","901"
"18905","899"
"18906","898"
"18907","896"
"18908","895"
"18909","894"
"18910","894"
"18911","892"
"18912","892"
"18913","891"
"18914","889"
"18915","888"
"18916","885"
"18917","883"
"18918","883"
"18919","882"
"18920","880"
"18921","879"
"18922","878"
"18923","876"
"18924","876"
"18925","873"
"18926","872"
"18927","871"
"18928","869"
"18929","867"
"18930","864"
"18931","863"
"18932","862"
"18933","862"
"18934","862"
"18935","861"
"18936","860"
"18937","859"
"18938","858"
"18939","858"
"18940","858"
"18941","856"
"18942","855"
"18943","855"
"18944","853"
"18945","853"
"18946","852"
"18947","850"
"18948","849"
"18949","848"
"18950","847"
"18951","844"
"18952","844"
"18953","843"
"18954","843"
"18955","843"
"18956","843"
"18957","842"
"18958","840"
"18959","840"
"18960","840"
"18961","837"
"18962","836"
"18963","836"
"18964","835"
"18965","834"
"18966","832"
"18967","832"
"18968","831"
"18969","830"
"18970","830"
"18971","828"
"18972","828"
"18973","826"
"18974","824"
"18975","823"
"18976","823"
"18977","823"
"18978","820"
"18979","819"
"18980","819"
"18981","819"
"18982","817"
"18983","816"
"18984","814"
"18985","814"
"18986","813"
"18987","812"
"18988","811"
"18989","811"
"18990","810"
"18991","810"
"18992","809"
"18993","808"
"18994","808"
"18995","806"
"18996","805"
"18997","805"
"18998","803"
"18999","803"
"19000","803"
"19001","802"
"19002","801"
"19003","800"
"19004","800"
"19005","799"
"19006","799"
"19007","799"
"19008","797"
"19009","794"
"19010","793"
"19011","793"
"19012","793"
"19013","791"
"19014","789"
"19015","789"
"19016","789"
"19017","788"
"19018","788"
"19019","786"
"19020","785"
"19021","783"
"19022","782"
"19023","782"
"19024","782"
"19025","780"
"19026","780"
"19027","780"
"19028","777"
"19029","775"
"19030","773"
"19031","773"
"19032","773"
"19033","773"
"19034","772"
"19035","772"
"19036","771"
"19037","770"
"19038","770"
"19039","769"
"19040","768"
"19041","767"
"19042","764"
"19043","762"
"19044","762"
"19045","762"
"19046","759"
"19047","758"
"19048","757"
"19049","757"
"19050","757"
"19051","756"
"19052","755"
"19053","755"
"19054","754"
"19055","754"
"19056","753"
"19057","749"
"19058","749"
"19059","748"
"19060","747"
"19061","745"
"19062","743"
"19063","743"
"19064","743"
"19065","741"
"19066","740"
"19067","739"
"19068","738"
"19069","737"
"19070","737"
"19071","736"
"19072","736"
"19073","735"
"19074","733"
"19075","732"
"19076","730"
"19077","729"
"19078","728"
"19079","728"
"19080","727"
"19081","726"
"19082","726"
"19083","725"
"19084","725"
"19085","725"
"19086","725"
"19087","723"
"19088","722"
"19089","722"
"19090","722"
"19091","722"
"19092","722"
"19093","721"
"19094","721"
"19095","720"
"19096","720"
"19097","720"
"19098","719"
"19099","719"
"19100","718"
"19101","717"
"19102","717"
"19103","717"
"19104","717"
"19105","715"
"19106","715"
"19107","713"
"19108","713"
"19109","713"
"19110","712"
"19111","712"
"19112","712"
"19113","711"
"19114","709"
"19115","709"
"19116","707"
"19117","707"
"19118","707"
"19119","707"
"19120","706"
"19121","705"
"19122","704"
"19123","704"
"19124","704"
"19125","704"
"19126","703"
"19127","703"
"19128","703"
"19129","702"
"19130","699"
"19131","698"
"19132","696"
"19133","695"
"19134","694"
"19135","692"
"19136","691"
"19137","691"
"19138","690"
"19139","689"
"19140","688"
"19141","688"
"19142","687"
"19143","687"
"19144","687"
"19145","687"
"19146","686"
"19147","686"
"19148","685"
"19149","684"
"19150","682"
"19151","681"
"19152","681"
"19153","680"
"19154","679"
"19155","679"
"19156","676"
"19157","675"
"19158","675"
"19159","675"
"19160","674"
"19161","673"
"19162","673"
"19163","671"
"19164","669"
"19165","669"
"19166","668"
"19167","667"
"19168","667"
"19169","667"
"19170","666"
"19171","666"
"19172","664"
"19173","664"
"19174","664"
"19175","664"
"19176","663"
"19177","663"
"19178","663"
"19179","662"
"19180","662"
"19181","660"
"19182","659"
"19183","658"
"19184","656"
"19185","656"
"19186","656"
"19187","655"
"19188","655"
"19189","654"
"19190","654"
"19191","652"
"19192","652"
"19193","649"
"19194","648"
"19195","647"
"19196","647"
"19197","647"
"19198","647"
"19199","647"
"19200","647"
"19201","646"
"19202","646"
"19203","645"
"19204","644"
"19205","642"
"19206","640"
"19207","639"
"19208","638"
"19209","638"
"19210","638"
"19211","638"
"19212","637"
"19213","637"
"19214","636"
"19215","635"
"19216","635"
"19217","635"
"19218","635"
"19219","633"
"19220","633"
"19221","633"
"19222","633"
"19223","632"
"19224","631"
"19225","631"
"19226","631"
"19227","631"
"19228","630"
"19229","630"
"19230","629"
"19231","628"
"19232","628"
"19233","627"
"19234","627"
"19235","626"
"19236","624"
"19237","624"
"19238","624"
"19239","623"
"19240","623"
"19241","623"
"19242","623"
"19243","623"
"19244","622"
"19245","621"
"19246","621"
"19247","621"
"19248","620"
"19249","620"
"19250","620"
"19251","619"
"19252","619"
"19253","619"
"19254","618"
"19255","618"
"19256","618"
"19257","617"
"19258","617"
"19259","616"
"19260","616"
"19261","616"
"19262","615"
"19263","615"
"19264","612"
"19265","612"
"19266","611"
"19267","610"
"19268","609"
"19269","608"
"19270","607"
"19271","607"
"19272","606"
"19273","606"
"19274","606"
"19275","606"
"19276","604"
"19277","604"
"19278","604"
"19279","604"
"19280","603"
"19281","602"
"19282","602"
"19283","602"
"19284","601"
"19285","600"
"19286","600"
"19287","599"
"19288","599"
"19289","599"
"19290","597"
"19291","596"
"19292","594"
"19293","593"
"19294","592"
"19295","591"
"19296","591"
"19297","591"
"19298","591"
"19299","591"
"19300","590"
"19301","590"
"19302","589"
"19303","589"
"19304","589"
"19305","588"
"19306","587"
"19307","587"
"19308","586"
"19309","585"
"19310","585"
"19311","584"
"19312","583"
"19313","582"
"19314","581"
"19315","581"
"19316","580"
"19317","579"
"19318","578"
"19319","578"
"19320","577"
"19321","576"
"19322","576"
"19323","575"
"19324","575"
"19325","573"
"19326","571"
"19327","570"
"19328","570"
"19329","570"
"19330","569"
"19331","569"
"19332","569"
"19333","569"
"19334","568"
"19335","567"
"19336","566"
"19337","565"
"19338","564"
"19339","564"
"19340","564"
"19341","563"
"19342","563"
"19343","563"
"19344","561"
"19345","561"
"19346","561"
"19347","560"
"19348","560"
"19349","559"
"19350","558"
"19351","558"
"19352","558"
"19353","558"
"19354","558"
"19355","557"
"19356","557"
"19357","556"
"19358","556"
"19359","554"
"19360","554"
"19361","554"
"19362","553"
"19363","553"
"19364","553"
"19365","552"
"19366","551"
"19367","549"
"19368","549"
"19369","548"
"19370","548"
"19371","548"
"19372","547"
"19373","547"
"19374","546"
"19375","544"
"19376","543"
"19377","543"
"19378","542"
"19379","541"
"19380","540"
"19381","539"
"19382","539"
"19383","539"
"19384","538"
"19385","538"
"19386","536"
"19387","535"
"19388","534"
"19389","533"
"19390","533"
"19391","532"
"19392","532"
"19393","532"
"19394","530"
"19395","530"
"19396","530"
"19397","530"
"19398","529"
"19399","529"
"19400","528"
"19401","528"
"19402","528"
"19403","526"
"19404","525"
"19405","525"
"19406","524"
"19407","524"
"19408","524"
"19409","523"
"19410","522"
"19411","522"
"19412","521"
"19413","521"
"19414","520"
"19415","520"
"19416","520"
"19417","519"
"19418","517"
"19419","517"
"19420","516"
"19421","514"
"19422","513"
"19423","513"
"19424","513"
"19425","513"
"19426","513"
"19427","511"
"19428","511"
"19429","510"
"19430","509"
"19431","509"
"19432","509"
"19433","509"
"19434","509"
"19435","507"
"19436","506"
"19437","506"
"19438","505"
"19439","505"
"19440","505"
"19441","504"
"19442","504"
"19443","504"
"19444","504"
"19445","503"
"19446","502"
"19447","502"
"19448","501"
"19449","501"
"19450","500"
"19451","500"
"19452","500"
"19453","499"
"19454","499"
"19455","499"
"19456","499"
"19457","498"
"19458","498"
"19459","497"
"19460","497"
"19461","497"
"19462","496"
"19463","496"
"19464","496"
"19465","495"
"19466","495"
"19467","494"
"19468","494"
"19469","494"
"19470","492"
"19471","492"
"19472","492"
"19473","491"
"19474","491"
"19475","490"
"19476","490"
"19477","489"
"19478","489"
"19479","489"
"19480","488"
"19481","488"
"19482","488"
"19483","488"
"19484","487"
"19485","487"
"19486","487"
"19487","487"
"19488","486"
"19489","486"
"19490","485"
"19491","485"
"19492","485"
"19493","482"
"19494","482"
"19495","482"
"19496","481"
"19497","480"
"19498","480"
"19499","479"
"19500","479"
"19501","478"
"19502","478"
"19503","477"
"19504","477"
"19505","477"
"19506","476"
"19507","476"
"19508","476"
"19509","476"
"19510","475"
"19511","474"
"19512","474"
"19513","474"
"19514","474"
"19515","473"
"19516","472"
"19517","472"
"19518","472"
"19519","472"
"19520","472"
"19521","470"
"19522","470"
"19523","469"
"19524","469"
"19525","468"
"19526","467"
"19527","466"
"19528","466"
"19529","466"
"19530","465"
"19531","465"
"19532","465"
"19533","464"
"19534","463"
"19535","463"
"19536","462"
"19537","461"
"19538","460"
"19539","460"
"19540","459"
"19541","458"
"19542","457"
"19543","457"
"19544","457"
"19545","456"
"19546","456"
"19547","455"
"19548","455"
"19549","454"
"19550","454"
"19551","454"
"19552","454"
"19553","453"
"19554","453"
"19555","452"
"19556","452"
"19557","450"
"19558","450"
"19559","450"
"19560","449"
"19561","448"
"19562","448"
"19563","448"
"19564","448"
"19565","448"
"19566","448"
"19567","448"
"19568","447"
"19569","447"
"19570","446"
"19571","446"
"19572","446"
"19573","445"
"19574","445"
"19575","445"
"19576","445"
"19577","444"
"19578","444"
"19579","444"
"19580","443"
"19581","442"
"19582","442"
"19583","442"
"19584","442"
"19585","442"
"19586","441"
"19587","441"
"19588","440"
"19589","440"
"19590","439"
"19591","439"
"19592","439"
"19593","439"
"19594","438"
"19595","436"
"19596","436"
"19597","436"
"19598","435"
"19599","435"
"19600","434"
"19601","433"
"19602","433"
"19603","433"
"19604","432"
"19605","431"
"19606","431"
"19607","430"
"19608","430"
"19609","430"
"19610","429"
"19611","429"
"19612","429"
"19613","429"
"19614","428"
"19615","428"
"19616","427"
"19617","426"
"19618","425"
"19619","424"
"19620","424"
"19621","424"
"19622","424"
"19623","424"
"19624","423"
"19625","423"
"19626","422"
"19627","422"
"19628","422"
"19629","420"
"19630","419"
"19631","419"
"19632","419"
"19633","418"
"19634","418"
"19635","418"
"19636","417"
"19637","417"
"19638","417"
"19639","416"
"19640","416"
"19641","415"
"19642","415"
"19643","414"
"19644","414"
"19645","414"
"19646","414"
"19647","413"
"19648","413"
"19649","413"
"19650","412"
"19651","412"
"19652","412"
"19653","412"
"19654","411"
"19655","410"
"19656","410"
"19657","410"
"19658","409"
"19659","409"
"19660","408"
"19661","408"
"19662","408"
"19663","408"
"19664","407"
"19665","407"
"19666","407"
"19667","407"
"19668","406"
"19669","406"
"19670","405"
"19671","405"
"19672","405"
"19673","405"
"19674","404"
"19675","404"
"19676","404"
"19677","403"
"19678","403"
"19679","403"
"19680","403"
"19681","402"
"19682","402"
"19683","402"
"19684","401"
"19685","400"
"19686","400"
"19687","400"
"19688","399"
"19689","398"
"19690","398"
"19691","398"
"19692","398"
"19693","398"
"19694","398"
"19695","398"
"19696","398"
"19697","397"
"19698","397"
"19699","397"
"19700","397"
"19701","397"
"19702","396"
"19703","396"
"19704","396"
"19705","395"
"19706","394"
"19707","394"
"19708","394"
"19709","394"
"19710","394"
"19711","394"
"19712","394"
"19713","394"
"19714","393"
"19715","393"
"19716","393"
"19717","393"
"19718","393"
"19719","393"
"19720","392"
"19721","392"
"19722","391"
"19723","391"
"19724","390"
"19725","390"
"19726","390"
"19727","390"
"19728","389"
"19729","388"
"19730","387"
"19731","387"
"19732","386"
"19733","386"
"19734","386"
"19735","386"
"19736","385"
"19737","385"
"19738","385"
"19739","384"
"19740","384"
"19741","384"
"19742","383"
"19743","383"
"19744","383"
"19745","382"
"19746","382"
"19747","382"
"19748","382"
"19749","381"
"19750","381"
"19751","381"
"19752","380"
"19753","380"
"19754","380"
"19755","379"
"19756","379"
"19757","379"
"19758","378"
"19759","378"
"19760","378"
"19761","378"
"19762","378"
"19763","378"
"19764","377"
"19765","377"
"19766","376"
"19767","375"
"19768","375"
"19769","375"
"19770","375"
"19771","374"
"19772","374"
"19773","374"
"19774","374"
"19775","373"
"19776","373"
"19777","372"
"19778","372"
"19779","372"
"19780","371"
"19781","370"
"19782","370"
"19783","370"
"19784","369"
"19785","369"
"19786","369"
"19787","368"
"19788","368"
"19789","368"
"19790","368"
"19791","368"
"19792","368"
"19793","367"
"19794","367"
"19795","367"
"19796","367"
"19797","367"
"19798","367"
"19799","367"
"19800","366"
"19801","366"
"19802","366"
"19803","366"
"19804","365"
"19805","365"
"19806","365"
"19807","364"
"19808","364"
"19809","364"
"19810","364"
"19811","364"
"19812","364"
"19813","364"
"19814","364"
"19815","364"
"19816","364"
"19817","364"
"19818","363"
"19819","363"
"19820","363"
"19821","363"
"19822","363"
"19823","362"
"19824","362"
"19825","362"
"19826","362"
"19827","362"
"19828","362"
"19829","360"
"19830","358"
"19831","358"
"19832","358"
"19833","357"
"19834","357"
"19835","357"
"19836","357"
"19837","356"
"19838","356"
"19839","356"
"19840","356"
"19841","355"
"19842","355"
"19843","355"
"19844","355"
"19845","354"
"19846","354"
"19847","354"
"19848","354"
"19849","354"
"19850","354"
"19851","353"
"19852","353"
"19853","353"
"19854","352"
"19855","352"
"19856","352"
"19857","351"
"19858","351"
"19859","351"
"19860","351"
"19861","351"
"19862","350"
"19863","350"
"19864","350"
"19865","349"
"19866","349"
"19867","349"
"19868","348"
"19869","348"
"19870","348"
"19871","348"
"19872","348"
"19873","347"
"19874","347"
"19875","347"
"19876","347"
"19877","346"
"19878","346"
"19879","345"
"19880","345"
"19881","345"
"19882","344"
"19883","343"
"19884","343"
"19885","343"
"19886","343"
"19887","342"
"19888","342"
"19889","342"
"19890","341"
"19891","340"
"19892","340"
"19893","339"
"19894","339"
"19895","339"
"19896","338"
"19897","337"
"19898","337"
"19899","337"
"19900","336"
"19901","336"
"19902","336"
"19903","336"
"19904","335"
"19905","335"
"19906","335"
"19907","335"
"19908","335"
"19909","335"
"19910","335"
"19911","335"
"19912","334"
"19913","334"
"19914","334"
"19915","333"
"19916","333"
"19917","333"
"19918","333"
"19919","333"
"19920","333"
"19921","332"
"19922","332"
"19923","332"
"19924","331"
"19925","331"
"19926","331"
"19927","331"
"19928","331"
"19929","331"
"19930","331"
"19931","330"
"19932","330"
"19933","330"
"19934","329"
"19935","329"
"19936","328"
"19937","328"
"19938","327"
"19939","327"
"19940","327"
"19941","326"
"19942","325"
"19943","325"
"19944","324"
"19945","323"
"19946","323"
"19947","323"
"19948","323"
"19949","322"
"19950","322"
"19951","322"
"19952","321"
"19953","321"
"19954","321"
"19955","321"
"19956","320"
"19957","320"
"19958","320"
"19959","320"
"19960","320"
"19961","319"
"19962","319"
"19963","318"
"19964","318"
"19965","318"
"19966","318"
"19967","318"
"19968","318"
"19969","318"
"19970","317"
"19971","317"
"19972","317"
"19973","317"
"19974","317"
"19975","317"
"19976","317"
"19977","316"
"19978","316"
"19979","316"
"19980","315"
"19981","315"
"19982","315"
"19983","315"
"19984","315"
"19985","315"
"19986","314"
"19987","314"
"19988","314"
"19989","314"
"19990","314"
"19991","313"
"19992","313"
"19993","312"
"19994","312"
"19995","312"
"19996","311"
"19997","311"
"19998","311"
"19999","310"
"20000","310"
"20001","310"
"20002","310"
"20003","310"
"20004","309"
"20005","309"
"20006","309"
"20007","309"
"20008","309"
"20009","308"
"20010","308"
"20011","308"
"20012","308"
"20013","308"
"20014","307"
"20015","307"
"20016","307"
"20017","307"
"20018","307"
"20019","307"
"20020","307"
"20021","307"
"20022","307"
"20023","306"
"20024","306"
"20025","306"
"20026","306"
"20027","306"
"20028","306"
"20029","305"
"20030","305"
"20031","305"
"20032","305"
"20033","304"
"20034","304"
"20035","304"
"20036","304"
"20037","304"
"20038","303"
"20039","303"
"20040","303"
"20041","303"
"20042","303"
"20043","302"
"20044","302"
"20045","302"
"20046","302"
"20047","302"
"20048","302"
"20049","302"
"20050","302"
"20051","302"
"20052","302"
"20053","302"
"20054","302"
"20055","301"
"20056","301"
"20057","301"
"20058","300"
"20059","300"
"20060","300"
"20061","300"
"20062","300"
"20063","299"
"20064","298"
"20065","298"
"20066","297"
"20067","297"
"20068","297"
"20069","297"
"20070","297"
"20071","297"
"20072","297"
"20073","297"
"20074","296"
"20075","296"
"20076","296"
"20077","296"
"20078","296"
"20079","295"
"20080","295"
"20081","295"
"20082","295"
"20083","295"
"20084","294"
"20085","294"
"20086","294"
"20087","294"
"20088","294"
"20089","294"
"20090","294"
"20091","294"
"20092","293"
"20093","293"
"20094","293"
"20095","292"
"20096","292"
"20097","292"
"20098","291"
"20099","290"
"20100","290"
"20101","289"
"20102","289"
"20103","289"
"20104","288"
"20105","287"
"20106","286"
"20107","286"
"20108","286"
"20109","285"
"20110","285"
"20111","285"
"20112","285"
"20113","285"
"20114","284"
"20115","284"
"20116","284"
"20117","284"
"20118","284"
"20119","284"
"20120","284"
"20121","284"
"20122","284"
"20123","284"
"20124","283"
"20125","283"
"20126","283"
"20127","283"
"20128","283"
"20129","283"
"20130","282"
"20131","282"
"20132","282"
"20133","281"
"20134","281"
"20135","281"
"20136","281"
"20137","281"
"20138","280"
"20139","280"
"20140","280"
"20141","279"
"20142","279"
"20143","279"
"20144","279"
"20145","279"
"20146","279"
"20147","279"
"20148","278"
"20149","278"
"20150","278"
"20151","278"
"20152","278"
"20153","278"
"20154","278"
"20155","277"
"20156","277"
"20157","277"
"20158","277"
"20159","277"
"20160","277"
"20161","277"
"20162","277"
"20163","276"
"20164","276"
"20165","276"
"20166","276"
"20167","276"
"20168","275"
"20169","275"
"20170","275"
"20171","275"
"20172","275"
"20173","275"
"20174","275"
"20175","275"
"20176","274"
"20177","274"
"20178","274"
"20179","274"
"20180","274"
"20181","274"
"20182","273"
"20183","273"
"20184","273"
"20185","273"
"20186","273"
"20187","273"
"20188","273"
"20189","273"
"20190","272"
"20191","272"
"20192","271"
"20193","271"
"20194","271"
"20195","271"
"20196","271"
"20197","271"
"20198","271"
"20199","271"
"20200","271"
"20201","270"
"20202","270"
"20203","270"
"20204","270"
"20205","270"
"20206","270"
"20207","269"
"20208","269"
"20209","269"
"20210","269"
"20211","269"
"20212","268"
"20213","268"
"20214","268"
"20215","268"
"20216","268"
"20217","268"
"20218","268"
"20219","268"
"20220","267"
"20221","267"
"20222","267"
"20223","267"
"20224","267"
"20225","266"
"20226","266"
"20227","266"
"20228","266"
"20229","266"
"20230","266"
"20231","266"
"20232","266"
"20233","265"
"20234","265"
"20235","265"
"20236","264"
"20237","264"
"20238","264"
"20239","263"
"20240","263"
"20241","263"
"20242","263"
"20243","262"
"20244","262"
"20245","262"
"20246","261"
"20247","261"
"20248","261"
"20249","261"
"20250","261"
"20251","261"
"20252","260"
"20253","260"
"20254","260"
"20255","260"
"20256","259"
"20257","259"
"20258","259"
"20259","259"
"20260","259"
"20261","259"
"20262","259"
"20263","259"
"20264","258"
"20265","258"
"20266","258"
"20267","258"
"20268","258"
"20269","258"
"20270","257"
"20271","257"
"20272","257"
"20273","257"
"20274","257"
"20275","257"
"20276","257"
"20277","257"
"20278","256"
"20279","256"
"20280","256"
"20281","256"
"20282","256"
"20283","256"
"20284","256"
"20285","256"
"20286","255"
"20287","255"
"20288","255"
"20289","255"
"20290","255"
"20291","254"
"20292","254"
"20293","254"
"20294","254"
"20295","254"
"20296","253"
"20297","253"
"20298","253"
"20299","253"
"20300","252"
"20301","252"
"20302","252"
"20303","252"
"20304","252"
"20305","252"
"20306","252"
"20307","251"
"20308","251"
"20309","251"
"20310","251"
"20311","250"
"20312","250"
"20313","250"
"20314","250"
"20315","250"
"20316","250"
"20317","250"
"20318","250"
"20319","249"
"20320","249"
"20321","249"
"20322","249"
"20323","249"
"20324","249"
"20325","249"
"20326","248"
"20327","248"
"20328","248"
"20329","248"
"20330","248"
"20331","248"
"20332","248"
"20333","248"
"20334","247"
"20335","247"
"20336","247"
"20337","247"
"20338","246"
"20339","245"
"20340","245"
"20341","245"
"20342","245"
"20343","245"
"20344","245"
"20345","245"
"20346","244"
"20347","244"
"20348","244"
"20349","244"
"20350","244"
"20351","244"
"20352","243"
"20353","243"
"20354","243"
"20355","243"
"20356","243"
"20357","243"
"20358","243"
"20359","243"
"20360","243"
"20361","242"
"20362","242"
"20363","242"
"20364","242"
"20365","242"
"20366","241"
"20367","241"
"20368","241"
"20369","241"
"20370","241"
"20371","240"
"20372","240"
"20373","240"
"20374","240"
"20375","240"
"20376","240"
"20377","239"
"20378","239"
"20379","239"
"20380","239"
"20381","239"
"20382","238"
"20383","238"
"20384","238"
"20385","238"
"20386","238"
"20387","237"
"20388","237"
"20389","237"
"20390","237"
"20391","237"
"20392","237"
"20393","237"
"20394","237"
"20395","237"
"20396","236"
"20397","236"
"20398","236"
"20399","236"
"20400","236"
"20401","236"
"20402","236"
"20403","235"
"20404","235"
"20405","235"
"20406","235"
"20407","234"
"20408","234"
"20409","234"
"20410","234"
"20411","234"
"20412","234"
"20413","234"
"20414","233"
"20415","233"
"20416","233"
"20417","233"
"20418","233"
"20419","233"
"20420","233"
"20421","233"
"20422","232"
"20423","232"
"20424","232"
"20425","232"
"20426","232"
"20427","231"
"20428","231"
"20429","231"
"20430","231"
"20431","231"
"20432","230"
"20433","230"
"20434","230"
"20435","230"
"20436","230"
"20437","230"
"20438","230"
"20439","230"
"20440","230"
"20441","230"
"20442","230"
"20443","230"
"20444","229"
"20445","229"
"20446","229"
"20447","229"
"20448","229"
"20449","228"
"20450","228"
"20451","228"
"20452","228"
"20453","228"
"20454","228"
"20455","227"
"20456","227"
"20457","227"
"20458","227"
"20459","227"
"20460","226"
"20461","226"
"20462","226"
"20463","226"
"20464","226"
"20465","226"
"20466","226"
"20467","226"
"20468","226"
"20469","226"
"20470","226"
"20471","226"
"20472","226"
"20473","225"
"20474","225"
"20475","225"
"20476","225"
"20477","225"
"20478","225"
"20479","225"
"20480","225"
"20481","225"
"20482","225"
"20483","225"
"20484","225"
"20485","224"
"20486","224"
"20487","224"
"20488","224"
"20489","224"
"20490","224"
"20491","224"
"20492","224"
"20493","223"
"20494","223"
"20495","223"
"20496","223"
"20497","223"
"20498","223"
"20499","223"
"20500","223"
"20501","223"
"20502","223"
"20503","222"
"20504","222"
"20505","222"
"20506","222"
"20507","222"
"20508","222"
"20509","222"
"20510","222"
"20511","222"
"20512","222"
"20513","222"
"20514","222"
"20515","222"
"20516","221"
"20517","221"
"20518","221"
"20519","221"
"20520","221"
"20521","221"
"20522","221"
"20523","220"
"20524","220"
"20525","220"
"20526","220"
"20527","220"
"20528","220"
"20529","220"
"20530","220"
"20531","220"
"20532","220"
"20533","220"
"20534","219"
"20535","218"
"20536","218"
"20537","218"
"20538","218"
"20539","217"
"20540","217"
"20541","217"
"20542","217"
"20543","217"
"20544","216"
"20545","216"
"20546","216"
"20547","216"
"20548","216"
"20549","216"
"20550","216"
"20551","216"
"20552","216"
"20553","216"
"20554","216"
"20555","215"
"20556","215"
"20557","215"
"20558","215"
"20559","215"
"20560","215"
"20561","215"
"20562","214"
"20563","214"
"20564","214"
"20565","214"
"20566","214"
"20567","214"
"20568","214"
"20569","214"
"20570","214"
"20571","214"
"20572","214"
"20573","214"
"20574","214"
"20575","214"
"20576","213"
"20577","213"
"20578","213"
"20579","213"
"20580","213"
"20581","213"
"20582","213"
"20583","213"
"20584","213"
"20585","212"
"20586","212"
"20587","212"
"20588","212"
"20589","212"
"20590","212"
"20591","212"
"20592","212"
"20593","212"
"20594","212"
"20595","212"
"20596","212"
"20597","211"
"20598","211"
"20599","211"
"20600","211"
"20601","211"
"20602","211"
"20603","211"
"20604","211"
"20605","211"
"20606","211"
"20607","211"
"20608","211"
"20609","210"
"20610","210"
"20611","210"
"20612","210"
"20613","210"
"20614","210"
"20615","210"
"20616","210"
"20617","209"
"20618","209"
"20619","209"
"20620","209"
"20621","208"
"20622","208"
"20623","208"
"20624","208"
"20625","208"
"20626","207"
"20627","207"
"20628","207"
"20629","207"
"20630","207"
"20631","207"
"20632","207"
"20633","207"
"20634","207"
"20635","206"
"20636","206"
"20637","206"
"20638","206"
"20639","206"
"20640","206"
"20641","206"
"20642","206"
"20643","205"
"20644","205"
"20645","205"
"20646","205"
"20647","204"
"20648","204"
"20649","204"
"20650","204"
"20651","204"
"20652","204"
"20653","204"
"20654","203"
"20655","203"
"20656","203"
"20657","203"
"20658","203"
"20659","203"
"20660","203"
"20661","203"
"20662","203"
"20663","203"
"20664","203"
"20665","203"
"20666","202"
"20667","202"
"20668","202"
"20669","202"
"20670","202"
"20671","201"
"20672","201"
"20673","201"
"20674","201"
"20675","201"
"20676","201"
"20677","201"
"20678","200"
"20679","200"
"20680","200"
"20681","200"
"20682","200"
"20683","199"
"20684","199"
"20685","199"
"20686","199"
"20687","199"
"20688","199"
"20689","199"
"20690","199"
"20691","199"
"20692","199"
"20693","199"
"20694","199"
"20695","198"
"20696","198"
"20697","198"
"20698","198"
"20699","198"
"20700","198"
"20701","198"
"20702","198"
"20703","198"
"20704","198"
"20705","197"
"20706","197"
"20707","197"
"20708","197"
"20709","197"
"20710","197"
"20711","197"
"20712","197"
"20713","197"
"20714","197"
"20715","197"
"20716","196"
"20717","196"
"20718","196"
"20719","196"
"20720","196"
"20721","196"
"20722","196"
"20723","196"
"20724","195"
"20725","195"
"20726","195"
"20727","195"
"20728","195"
"20729","195"
"20730","195"
"20731","194"
"20732","194"
"20733","194"
"20734","194"
"20735","194"
"20736","194"
"20737","194"
"20738","194"
"20739","194"
"20740","194"
"20741","194"
"20742","194"
"20743","193"
"20744","193"
"20745","193"
"20746","193"
"20747","193"
"20748","193"
"20749","193"
"20750","193"
"20751","193"
"20752","193"
"20753","193"
"20754","193"
"20755","192"
"20756","192"
"20757","192"
"20758","192"
"20759","192"
"20760","192"
"20761","192"
"20762","192"
"20763","191"
"20764","191"
"20765","191"
"20766","191"
"20767","191"
"20768","191"
"20769","191"
"20770","190"
"20771","190"
"20772","190"
"20773","190"
"20774","190"
"20775","190"
"20776","190"
"20777","190"
"20778","190"
"20779","190"
"20780","190"
"20781","190"
"20782","190"
"20783","190"
"20784","189"
"20785","189"
"20786","189"
"20787","189"
"20788","189"
"20789","189"
"20790","189"
"20791","189"
"20792","189"
"20793","189"
"20794","189"
"20795","189"
"20796","189"
"20797","188"
"20798","188"
"20799","188"
"20800","188"
"20801","188"
"20802","188"
"20803","188"
"20804","188"
"20805","188"
"20806","188"
"20807","188"
"20808","188"
"20809","188"
"20810","188"
"20811","188"
"20812","187"
"20813","187"
"20814","187"
"20815","187"
"20816","187"
"20817","187"
"20818","186"
"20819","186"
"20820","186"
"20821","186"
"20822","186"
"20823","186"
"20824","186"
"20825","186"
"20826","186"
"20827","186"
"20828","185"
"20829","185"
"20830","185"
"20831","185"
"20832","185"
"20833","185"
"20834","185"
"20835","185"
"20836","185"
"20837","185"
"20838","185"
"20839","184"
